geocod,geodsg,dim_3,dim_3_t,dim_4,dim_4_t,valor
1602,Caminha,T,HM,88,87 anos,93
1602,Caminha,T,HM,56,55 anos,237
1602,Caminha,T,HM,26,25 anos,151
1602,Caminha,T,HM,61,60 anos,233
1602,Caminha,T,HM,96,95 anos,14
1602,Caminha,T,HM,59,58 anos,252
1602,Caminha,T,HM,42,41 anos,177
1602,Caminha,T,HM,39,38 anos,189
1602,Caminha,T,HM,18,17 anos,121
1602,Caminha,1,H,101,100 ou mais anos,2
1602,Caminha,1,H,50,49 anos,94
1602,Caminha,1,H,90,89 anos,23
1602,Caminha,1,H,20,19 anos,61
1602,Caminha,1,H,33,32 anos,75
1602,Caminha,1,H,3,2 anos,57
1602,Caminha,1,H,86,85 anos,42
1602,Caminha,1,H,65,64 anos,119
1602,Caminha,1,H,28,27 anos,75
1602,Caminha,1,H,9,8 anos,70
1602,Caminha,1,H,62,61 anos,121
1602,Caminha,1,H,2,1 ano,54
1602,Caminha,1,H,98,97 anos,3
1602,Caminha,2,M,43,42 anos,120
1602,Caminha,2,M,41,40 anos,109
1602,Caminha,2,M,82,81 anos,95
1602,Caminha,2,M,81,80 anos,85
1602,Caminha,2,M,18,17 anos,62
1602,Caminha,2,M,3,2 anos,58
1602,Caminha,2,M,98,97 anos,5
1602,Caminha,2,M,74,73 anos,118
1602,Caminha,2,M,15,14 anos,58
1602,Caminha,2,M,79,78 anos,127
1602,Caminha,2,M,34,33 anos,92
1602,Caminha,2,M,9,8 anos,63
1602,Caminha,2,M,64,63 anos,126
1602,Caminha,2,M,29,28 anos,81
1602,Caminha,2,M,56,55 anos,143
1602,Caminha,2,M,75,74 anos,100
1602,Caminha,T,HM,62,61 anos,243
1602,Caminha,T,HM,34,33 anos,165
1602,Caminha,T,HM,4,3 anos,107
1602,Caminha,T,HM,84,83 anos,134
1602,Caminha,T,HM,91,90 anos,70
1602,Caminha,T,HM,7,6 anos,106
1602,Caminha,T,HM,77,76 anos,196
1602,Caminha,T,HM,90,89 anos,60
1602,Caminha,T,HM,46,45 anos,217
1602,Caminha,T,HM,54,53 anos,207
1602,Caminha,T,HM,25,24 anos,132
1602,Caminha,T,HM,36,35 anos,165
1602,Caminha,T,HM,70,69 anos,224
1602,Caminha,T,HM,101,100 ou mais anos,7
1602,Caminha,T,HM,13,12 anos,114
1602,Caminha,T,HM,82,81 anos,162
1602,Caminha,1,H,23,22 anos,68
1602,Caminha,1,H,42,41 anos,89
1602,Caminha,1,H,100,99 anos,1
1602,Caminha,1,H,49,48 anos,106
1602,Caminha,1,H,97,96 anos,7
1602,Caminha,1,H,70,69 anos,113
1602,Caminha,1,H,14,13 anos,78
1602,Caminha,1,H,41,40 anos,89
1602,Caminha,1,H,78,77 anos,89
1602,Caminha,1,H,75,74 anos,89
1602,Caminha,2,M,68,67 anos,120
1602,Caminha,2,M,96,95 anos,13
1602,Caminha,2,M,17,16 anos,63
1602,Caminha,2,M,73,72 anos,125
1602,Caminha,2,M,25,24 anos,60
1602,Caminha,2,M,T,Total,8452
1602,Caminha,2,M,92,91 anos,40
1602,Caminha,2,M,62,61 anos,122
1602,Caminha,2,M,101,100 ou mais anos,5
1602,Caminha,2,M,2,1 ano,57
1602,Caminha,T,HM,15,14 anos,133
1602,Caminha,T,HM,86,85 anos,101
1602,Caminha,T,HM,99,98 anos,6
1602,Caminha,T,HM,89,88 anos,89
1602,Caminha,T,HM,2,1 ano,111
1602,Caminha,T,HM,71,70 anos,241
1602,Caminha,T,HM,68,67 anos,250
1602,Caminha,T,HM,21,20 anos,148
1602,Caminha,T,HM,31,30 anos,139
1602,Caminha,T,HM,81,80 anos,153
1602,Caminha,1,H,4,3 anos,56
1602,Caminha,1,H,55,54 anos,111
1602,Caminha,1,H,36,35 anos,86
1602,Caminha,1,H,40,39 anos,100
1602,Caminha,1,H,8,7 anos,62
1602,Caminha,1,H,74,73 anos,104
1602,Caminha,1,H,45,44 anos,117
1602,Caminha,2,M,77,76 anos,107
1602,Caminha,2,M,84,83 anos,88
1602,Caminha,2,M,39,38 anos,93
1602,Caminha,2,M,86,85 anos,59
1602,Caminha,2,M,70,69 anos,111
1602,Caminha,2,M,28,27 anos,52
1602,Caminha,2,M,45,44 anos,108
1602,Caminha,2,M,21,20 anos,73
1602,Caminha,2,M,89,88 anos,64
1602,Caminha,2,M,72,71 anos,118
1602,Caminha,2,M,37,36 anos,106
1602,Caminha,2,M,61,60 anos,115
1602,Caminha,2,M,57,56 anos,126
1602,Caminha,2,M,44,43 anos,124
1602,Caminha,2,M,93,92 anos,25
1602,Caminha,2,M,13,12 anos,50
